,PROCEDIMENTO,Unnamed: 1,VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3397,GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO,AMB,HCO,,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3398,,AMB,HCO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,,
3399,LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS,,,,,,,TERAPÊUTICOS,,,,,
3400,GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) E INIBINA COM ELABORAÇÃO DE LAUDO,AMB,HCO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,,
3401,CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS,,,,,,,,,,,,
3402,"TESTE TRIPLO: ALFA-FETOPROTEÍNA (αFP), ESTRIOL NÃO CONJUGADO (uE3), BETA-GONADOTROFINA",,,,,,,,,,,,
3403,CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA,AMB,HCO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,,
3404,ALK - PESQUISA DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,114,GENÉTICA MOLECULAR,GENÉTICA,,,,
3405,ANÁLISE MOLECULAR DE DNA (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,110,GENÉTICA MOLECULAR,GENÉTICA,,,,
3406,"BRCA1 e BRCA2, PESQUISA DE MUTAÇÃO SOMÁTICA (COM DIRETRIZ DE UTILIZAÇÃO)",542/2022,01/09/2022,AMB,HCO,HSO,REF,PAC,156,GENÉTICA MOLECULAR,GENÉTICA,,
3407,"BCR/ABL, PESQUISA DE TRANSLOCAÇÃO",,,AMB,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,,
3408,BRAF (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,9,GENÉTICA MOLECULAR,GENÉTICA,,,,
3409,"CROMOSSOMO PHILADELFIA, PESQUISA",AMB,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,,,,
3410,EGFR (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,21,GENÉTICA MOLECULAR,GENÉTICA,,,,
3411,"FATOR V LEIDEN, ANÁLISE DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO)",AMB,HCO,HSO,REF,PAC,25,GENÉTICA MOLECULAR,GENÉTICA,,,,
3412,HER-2 - DOSAGEM DO RECEPTOR (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,30,GENÉTICA MOLECULAR,GENÉTICA,,,,
3413,,,,,,,,,,TERAPÊUTICOS,,,
3414,"INSTABILIDADE DE MICROSSATÉLITES (MSI), DETECÇÃO POR PCR, BLOCO DE PARAFINA COM DIRETRIZ DE",,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,
3415,,AMB,HCO,HSO,REF,PAC,110,GENÉTICA MOLECULAR,GENÉTICA,,,,
3416,UTILIZAÇÃO,,,,,,,,,TERAPÊUTICOS,,,
3417,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,
3418,K-RAS (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,50,GENÉTICA MOLECULAR,GENÉTICA,,,,
3419,,,,,,,,,,TERAPÊUTICOS,,,
3420,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,
3421,N-RAS (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,57,GENÉTICA MOLECULAR,GENÉTICA,,,,
3422,,RN,,,,,,,,,,,
3423,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3424,,(alteração),,,,,,,,,,,
3425,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,
3426,REARRANJO GÊNICO CÉLULAS T POR PCR,AMB,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,,,,
3427,,,,,,,,,,TERAPÊUTICOS,,,
3428,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,
3429,FLT3 - PESQUISA DE MUTAÇÕES (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,142,GENÉTICA MOLECULAR,GENÉTICA,,,,
3430,"TESTE DE DEFICIÊNCIA DE RECOMBINAÇÃO HOMÓLOGA, HRD (COM DIRETRIZ DE UTILIZAÇÃO)",577/2023,09/05/2023,AMB,HCO,HSO,REF,PAC,160,GENÉTICA MOLECULAR,GENÉTICA,,
3431,TRANSLOCAÇÃO PML/RAR-a,,,AMB,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,,
3432,ANÁLISE DE DNA (CONTEÚDO E PLOIDIA) POR CITOMETRIA DE FLUXO,AMB,HCO,HSO,REF,PAC,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3433,"COLORAÇÕES ESPECIAIS, QUANDO NECESSÁRIAS AOS PROCEDIMENTOS ANATOMOPATOLÓGICOS",AMB,HCO,HSO,REF,PAC,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3434,,AMB,HCO,HSO,REF,PAC,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3435,ONCOGENES E PROTEÍNAS ASSOCIADAS E/OU ENSAIO DE RECEPTOR DE ESTROGÊNIO E,,,,,,,,TERAPÊUTICOS,,,,
3436,"HPV (VÍRUS DO PAPILOMA HUMANO), DETECÇÃO POR TÉCNICAS IMUNO-HISTOQUÍMICAS",AMB,HCO,HSO,REF,PAC,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3437,PROCEDIMENTO COLPOCITOLÓGICO HORMONAL SIMPLES OU SERIADO,AMB,HCO,HSO,REF,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3438,,AMB,HCO,HSO,REF,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,,
3439,"SIMPLES, PAAF, ""IMPRINT"" E ""CELL-BLOCK""",,,,,,,TERAPÊUTICOS,,,,,
3440,,AMB,HCO,HSO,REF,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,,
3441,COMPLEXA,,,,,,,TERAPÊUTICOS,,,,,
3442,DIAGNÓSTICO ANATOMOPATOLÓGICO EM CITOLOGIA ESFOLIATIVA NA REGIÃO BUCO-MAXILO-FACIAL,OD,AMB,HCO,HSO,REF,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3443,DIAGNÓSTICO ANATOMOPATOLÓGICO EM MATERIAL DE BIÓPSIA NA REGIÃO BUCO-MAXILO-FACIAL,OD,AMB,HCO,HSO,REF,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3444,DIAGNÓSTICO ANATOMOPATOLÓGICO EM PEÇA CIRÚRGICA NA REGIÃO BUCO-MAXILO-FACIAL,OD,AMB,HCO,HSO,REF,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3445,DIAGNÓSTICO ANATOMOPATOLÓGICO EM PUNÇÃO NA REGIÃO BUCO-MAXILO-FACIAL,OD,AMB,HCO,HSO,REF,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3446,PD-L1 – DETECÇÃO POR TÉCNICAS IMUNOISTOQUÍMICAS (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,146,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,
3447,PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO POR CONGELAÇÃO DURANTE ATO CIRÚRGICO,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,
3448,,RN,,,,,,,,,,,
3449,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3450,,(alteração),,,,,,,,,,,
3451,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
3452,PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO ONCÓTICO DE MATERIAL CÉRVICO-VAGINAL,AMB,HCO,HSO,REF,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,,
3453,,,,,,,,TERAPÊUTICOS,,,,,
3454,"PROCEDIMENTO DIAGNÓSTICO EM GRUPOS DE LINFONODOS, ESTRUTURAS VIZINHAS E MARGENS",,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
3455,,AMB,HCO,HSO,REF,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,,
3456,"CIRÚRGICAS, DE PEÇAS ANATÔMICAS SIMPLES OU COMPLEXAS",,,,,,,TERAPÊUTICOS,,,,,
3457,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
3458,"PROCEDIMENTO DIAGNÓSTICO EM IMUNOFLUORESCÊNCIA, DIRETA E INDIRETA",AMB,HCO,HSO,REF,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,,
3459,,,,,,,,TERAPÊUTICOS,,,,,
3460,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
3461,PROCEDIMENTO DIAGNÓSTICO EM PAINEL DE IMUNOISTOQUÍMICA,AMB,HCO,HSO,REF,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,,
3462,PROCEDIMENTO DIAGNÓSTICO EM REVISÃO DE LÂMINAS,AMB,HCO,HSO,REF,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3463,,,,,,,,,TERAPÊUTICOS,,,,
3464,"PROCEDIMENTO DIAGNÓSTICO POR HIBRIDIZAÇÃO ""IN SITU"" OU HIBRIDIZAÇÃO ""IN SITU"" POR",,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3465,,AMB,HCO,HSO,REF,PAC,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3466,FLUORESCÊNCIA,,,,,,,,TERAPÊUTICOS,,,,
3467,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3468,PUNÇÃO ASPIRATIVA COM AGULHA FINA (ÓRGÃOS OU ESTRUTURAS SUPERFICIAIS),AMB,HCO,HSO,REF,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3469,,,,,,,,,TERAPÊUTICOS,,,,
3470,"PUNÇÃO ASPIRATIVA COM AGULHA FINA DE MASSAS, ÓRGÃOS OU ESTRUTURAS PROFUNDAS",,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3471,,AMB,HCO,HSO,REF,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3472,ORIENTADA OU NÃO POR IMAGEM,,,,,,,,TERAPÊUTICOS,,,,
3473,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3474,"RECEPTOR DE ESTROGÊNIO, ENSAIO IMUNO-HISTOQUÍMICO",AMB,HCO,HSO,REF,PAC,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3475,,,,,,,,,TERAPÊUTICOS,,,,
3476,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3477,"RECEPTOR DE PROGESTERONA, ENSAIO IMUNO-HISTOQUÍMICO",AMB,HCO,HSO,REF,PAC,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3478,"UREASE, TESTE RÁPIDO PARA HELICOBACTER PYLORI",AMB,HCO,HSO,REF,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3479,ANGIOGRAFIA CAROTÍDIA (VIA FEMURAL),AMB,HCO,HSO,REF,PAC,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,,,,,
3480,ANGIOGRAFIA RADIOISOTÓPICA,AMB,HCO,HSO,REF,PAC,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,,,,,
3481,CINTILOGRAFIA DO MIOCÁRDIO (INFARTO AGUDO),AMB,HCO,HSO,REF,PAC,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,,,,,
3482,CINTILOGRAFIA DO MIOCÁRDIO COM FLUORDEOXIGLICOSE (FDG-FLÚOR-18),AMB,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,,,,
3483,CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - ESTRESSE FARMACOLÓGICO (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,10,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,,,,
3484,,RN,,,,,,,,,,,
3485,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3486,,(alteração),,,,,,,,,,,
3487,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3488,CINTILOGRAFIA SINCRONIZADA DAS CÂMARAS CARDÍACAS - REPOUSO,AMB,HCO,HSO,REF,PAC,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,,,,,
3489,,,,,,,,,TERAPÊUTICOS,,,,
3490,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3491,FLUXO SANGUÍNEO DAS EXTREMIDADES,AMB,HCO,HSO,REF,PAC,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,,,,,
3492,"QUANTIFICAÇÃO DE ""SHUNT"" DA DIREITA PARA A ESQUERDA",AMB,HCO,HSO,REF,PAC,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,,,,,
3493,"QUANTIFICAÇÃO DE ""SHUNT"" PERIFÉRICO",AMB,HCO,HSO,REF,PAC,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,,,,,
3494,VENOGRAFIA RADIOISOTÓPICA,AMB,HCO,HSO,REF,PAC,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,,,,,
3495,CINTILOGRAFIA DAS GLÂNDULAS SALIVARES COM OU SEM ESTÍMULO,AMB,HCO,HSO,REF,PAC,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,,,,,
3496,CINTILOGRAFIA DO FÍGADO E DO BAÇO,AMB,HCO,HSO,REF,PAC,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,,,,,
3497,CINTILOGRAFIA DO FÍGADO E VIAS BILIARES,AMB,HCO,HSO,REF,PAC,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,,,,,
3498,CINTILOGRAFIA PARA DETECÇÃO DE HEMORRAGIA DIGESTÓRIA,AMB,HCO,HSO,REF,PAC,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,,,,,
3499,CINTILOGRAFIA PARA DETERMINAÇÃO DO TEMPO DE ESVAZIAMENTO GÁSTRICO,AMB,HCO,HSO,REF,PAC,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,,,,,
3500,CINTILOGRAFIA PARA ESTUDO DE TRÂNSITO ESOFÁGICO (LÍQUIDOS E SEMI-SÓLIDOS),AMB,HCO,HSO,REF,PAC,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,,,,,
3501,CINTILOGRAFIA PARA PESQUISA DE DIVERTÍCULO DE MECKEL,AMB,HCO,HSO,REF,PAC,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,,,,,
3502,CINTILOGRAFIA PARA PESQUISA DE REFLUXO GASTRO-ESOFÁGICO,AMB,HCO,HSO,REF,PAC,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,,,,,
3503,FLUXO SANGUÍNEO HEPÁTICO (QUALITATIVO E QUANTITATIVO),AMB,HCO,HSO,REF,PAC,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,,,,,
3504,CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (IODO - 131 OU 123),AMB,HCO,HSO,REF,PAC,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,,,,,
3505,CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (TECNÉCIO - 99M TC),AMB,HCO,HSO,REF,PAC,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,,,,,
3506,,RN,,,,,,,,,,,
3507,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3508,,(alteração),,,,,,,,,,,
3509,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3510,TESTE DE SUPRESSÃO DA TIREÓIDE COM T3,AMB,HCO,HSO,REF,PAC,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,,,,,
3511,,,,,,,,,TERAPÊUTICOS,,,,
3512,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3513,TESTE DO PERCLORATO,AMB,HCO,HSO,REF,PAC,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,,,,,
3514,CINTILOGRAFIA RENAL DINÂMICA,AMB,HCO,HSO,REF,PAC,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,,,,,
3515,CINTILOGRAFIA RENAL DINÂMICA COM DIURÉTICO OU INIBIDOR DA ECA,AMB,HCO,HSO,REF,PAC,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,,,,,
3516,CINTILOGRAFIA RENAL ESTÁTICA (QUANTITATIVA OU QUALITATIVA),AMB,HCO,HSO,REF,PAC,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,,,,,
3517,CINTILOGRAFIA TESTICULAR (ESCROTAL),AMB,HCO,HSO,REF,PAC,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,,,,,
3518,CISTOCINTILOGRAFIA DIRETA,AMB,HCO,HSO,REF,PAC,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,,,,,
3519,CISTOCINTILOGRAFIA INDIRETA,AMB,HCO,HSO,REF,PAC,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,,,,,
3520,DETERMINAÇÃO DA FILTRAÇÃO GLOMERULAR,AMB,HCO,HSO,REF,PAC,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,,,,,
3521,DETERMINAÇÃO DO FLUXO PLASMÁTICO RENAL,AMB,HCO,HSO,REF,PAC,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,,,,,
3522,CINTILOGRAFIA DO SISTEMA RETÍCULO-ENDOTELIAL (MEDULA ÓSSEA),AMB,HCO,HSO,REF,PAC,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,,,,,
3523,DEMONSTRAÇÃO DO SEQÜESTRO DE HEMÁCIAS PELO BAÇO,AMB,HCO,HSO,REF,PAC,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,,,,,
3524,DETERMINAÇÃO DA SOBREVIDA DE HEMÁCIAS,AMB,HCO,HSO,REF,PAC,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,,,,,
3525,DETERMINAÇÃO DO VOLUME ERITROCITÁRIO,AMB,HCO,HSO,REF,PAC,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,,,,,
3526,DETERMINAÇÃO DO VOLUME PLASMÁTICO,AMB,HCO,HSO,REF,PAC,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,,,,,
3527,TESTE DE ABSORÇÃO DE VITAMINA B12 COM COBALTO - 57 (TESTE DE SCHILLING),AMB,HCO,HSO,REF,PAC,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,,,,,
3528,,RN,,,,,,,,,,,
3529,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3530,,(alteração),,,,,,,,,,,
3531,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,
3532,CINTILOGRAFIA DE PERFUSÃO CEREBRAL,AMB,HCO,HSO,REF,PAC,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,,,,
3533,,,,,,,,,,TERAPÊUTICOS,,,
3534,CINTILOGRAFIA DE PERFUSÃO CEREBRAL PARA AVALIAÇÃO DE TRANSPORTADORES DE DOPAMINA (COM,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,
3535,,AMB,HCO,HSO,REF,PAC,118,NERVOSO - IN VIVO,MEDICINA NUCLEAR,,,,
3536,DIRETRIZ DE UTILZAÇÃO),,,,,,,,,TERAPÊUTICOS,,,
3537,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,
3538,CISTERNOCINTILOGRAFIA,AMB,HCO,HSO,REF,PAC,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,,,,
3539,,,,,,,,,,TERAPÊUTICOS,,,
3540,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,
3541,CISTERNOCINTILOGRAFIA PARA PESQUISA DE FÍSTULA LIQUÓRICA,AMB,HCO,HSO,REF,PAC,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,,,,
3542,ESTUDO DO TRÂNSITO LIQUÓRICO,AMB,HCO,HSO,REF,PAC,NERVOSO - IN VIVO,MEDICINA NUCLEAR,,,,,
3543,FLUXO SANGUÍNEO CEREBRAL,AMB,HCO,HSO,REF,PAC,NERVOSO - IN VIVO,MEDICINA NUCLEAR,,,,,
3544,MIELOCINTILOGRAFIA,AMB,HCO,HSO,REF,PAC,NERVOSO - IN VIVO,MEDICINA NUCLEAR,,,,,
3545,VENTRÍCULO-CINTILOGRAFIA,AMB,HCO,HSO,REF,PAC,NERVOSO - IN VIVO,MEDICINA NUCLEAR,,,,,
3546,CINTILOGRAFIA COM ANÁLOGO DE SOMATOSTATINA,AMB,HCO,HSO,REF,PAC,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3547,CINTILOGRAFIA COM GÁLIO-67,AMB,HCO,HSO,REF,PAC,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3548,CINTILOGRAFIA COM LEUCÓCITOS MARCADOS,AMB,HCO,HSO,REF,PAC,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3549,CINTILOGRAFIA COM MIBG (METAIODOBENZILGUANIDINA),AMB,HCO,HSO,REF,PAC,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3550,CINTILOGRAFIA DE MAMA,AMB,HCO,HSO,REF,PAC,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3551,DEMARCAÇÃO RADIOISOTÓPICA DE LESÕES TUMORAIS,AMB,HCO,HSO,REF,PAC,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3552,DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LESÕES TUMORAIS,AMB,HCO,HSO,REF,PAC,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3553,DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LINFONODO SENTINELA,AMB,HCO,HSO,REF,PAC,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3554,,RN,,,,,,,,,,,
3555,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3556,,(alteração),,,,,,,,,,,
3557,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3558,CINTILOGRAFIA PARA DETECÇÃO DE ASPIRAÇÃO PULMONAR,AMB,HCO,HSO,REF,PAC,RESPIRATÓRIO -  IN VIVO,MEDICINA NUCLEAR,,,,,
3559,,,,,,,,,TERAPÊUTICOS,,,,
3560,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3561,CINTILOGRAFIA PULMONAR (INALAÇÃO),AMB,HCO,HSO,REF,PAC,RESPIRATÓRIO -  IN VIVO,MEDICINA NUCLEAR,,,,,
3562,CINTILOGRAFIA PULMONAR (PERFUSÃO),AMB,HCO,HSO,REF,PAC,RESPIRATÓRIO -  IN VIVO,MEDICINA NUCLEAR,,,,,
3563,TRATAMENTO COM METAIODOBENZILGUANIDINA (MIBG),AMB,HCO,HSO,REF,PAC,TERAPIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3564,TRATAMENTO DA POLICITEMIA VERA,AMB,HCO,HSO,REF,PAC,TERAPIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3565,TRATAMENTO DE CÂNCER DA TIREÓIDE,AMB,HCO,HSO,REF,PAC,TERAPIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3566,TRATAMENTO DE DOR ÓSSEA CAUSADA POR METÁSTASE COM SAMÁRIO-136 OU ESTRÔNCIO-90,AMB,HCO,HSO,REF,PAC,TERAPIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3567,TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (GRAVES),AMB,HCO,HSO,REF,PAC,TERAPIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3568,TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (PLUMMER),AMB,HCO,HSO,REF,PAC,TERAPIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3569,TRATAMENTO DE TUMORES NEUROENDÓCRINOS,AMB,HCO,HSO,REF,PAC,TERAPIA - IN VIVO,MEDICINA NUCLEAR,,,,,
3570,IMUNOCINTILOGRAFIA (ANTICORPOS MONOCLONAIS),AMB,HCO,HSO,REF,PAC,OUTROS - IN VIVO,MEDICINA NUCLEAR,,,,,
3571,AMPLIAÇÃO OU MAGNIFICAÇÃO DE LESÃO MAMÁRIA,AMB,HCO,HSO,REF,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,,,,,
3572,"ANGIOGRAFIA POR CATETERISMO NÃO SELETIVO, SELETIVO OU SUPERSELETIVO",AMB,HCO,HSO,REF,PAC,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,,,,,
3573,ANGIOGRAFIA POR PUNÇÃO,AMB,HCO,HSO,REF,PAC,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,,,,,
3574,ANGIOGRAFIA TRANSOPERATÓRIA DE POSICIONAMENTO,HCO,HSO,REF,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,,,,,,
